power_on_hours,temperature,reallocated_sectors_count,reported_uncorrectable_errors,spin_retry_count,seek_error_rate,udma_crc_error_count,prediction,serial_number,timestamp
8609.14,34.91,2.99,2.06,0.0,4.11,0.0,0.0,SN160213,2025-07-18 02:16:12
11611.46,27.02,3.08,2.04,0.0,4.11,0.97,0.0,SN432965,2025-06-17 02:16:12
19459.6,36.49,3.14,1.0,1.04,3.88,1.0,0.0,SN686345,2025-06-05 02:16:12
9663.76,32.75,4.01,0.97,0.0,9.44,0.97,0.0,SN287237,2025-07-28 02:16:12
20926.96,45.58,137.63,36.6,13.41,28035.31,76.19,1.03,SN971853,2025-06-08 02:16:12
8769.95,35.61,1.04,0.0,0.0,3.11,0.97,0.0,SN288728,2025-07-16 02:16:12
7134.22,29.42,1.0,1.0,0.0,6.26,1.01,0.0,SN619360,2025-06-21 02:16:12
9660.55,32.64,0.98,1.04,0.0,3.03,0.0,0.0,SN815719,2025-06-27 02:16:12
47400.74,41.21,125.51,27.42,4.16,80769.73,83.09,1.04,SN422889,2025-06-29 02:16:12
23442.97,67.1,19.64,31.73,7.14,65485.24,34.92,0.95,SN187242,2025-06-10 02:16:12
9432.92,37.54,1.95,0.0,0.0,5.95,0.96,0.0,SN976434,2025-06-30 02:16:12
6962.6,26.52,3.85,1.93,0.98,8.66,0.0,0.0,SN274484,2025-07-15 02:16:12
41306.57,59.33,114.74,25.89,6.25,42717.94,76.07,1.04,SN475972,2025-06-16 02:16:12
56009.27,51.96,145.66,17.57,9.86,13367.18,80.01,1.04,SN338687,2025-07-15 02:16:12
7164.7,28.14,2.89,0.0,0.95,6.3,0.0,0.0,SN259638,2025-07-05 02:16:12
8259.92,34.05,0.97,0.0,1.04,0.0,0.0,0.0,SN365092,2025-07-15 02:16:12
22997.56,49.33,87.74,8.72,17.92,2024.82,66.59,1.0,SN551882,2025-06-08 02:16:12
16572.68,33.56,0.0,2.05,0.0,7.91,1.01,0.0,SN577404,2025-07-10 02:16:12
58703.56,55.52,139.13,21.38,15.08,46554.44,51.86,1.04,SN187772,2025-07-02 02:16:12
62101.16,48.61,79.67,29.91,4.83,56526.49,94.91,0.97,SN661008,2025-06-04 02:16:12
23172.2,47.51,59.13,38.33,8.74,63183.14,103.71,0.97,SN446529,2025-07-23 02:16:12
15165.34,34.94,1.0,0.0,0.96,0.0,1.02,0.0,SN439383,2025-07-09 02:16:12
6358.53,30.63,4.05,1.04,0.0,8.91,0.97,0.0,SN968341,2025-06-05 02:16:12
7366.58,25.47,1.97,2.07,0.0,8.7,0.0,0.0,SN637619,2025-06-02 02:16:12
60572.84,56.56,35.24,24.58,19.14,65144.38,27.02,0.99,SN573971,2025-06-17 02:16:12
38291.39,55.57,89.98,26.83,13.88,82672.45,72.86,1.02,SN189148,2025-07-26 02:16:12
20776.26,44.02,39.11,28.09,13.38,54107.89,78.43,0.97,SN826585,2025-07-30 02:16:12
48768.32,41.08,57.31,33.84,17.29,61205.19,52.02,0.97,SN124846,2025-06-06 02:16:12
48359.31,67.8,103.0,16.27,11.85,94126.45,63.99,0.97,SN434760,2025-07-09 02:16:12
20513.58,46.22,162.7,21.62,5.92,25633.51,58.81,0.98,SN255978,2025-07-12 02:16:12
18758.42,30.41,4.02,2.01,1.03,2.85,0.0,0.0,SN962802,2025-07-23 02:16:12
17937.2,35.77,0.99,2.04,1.01,3.93,0.0,0.0,SN174442,2025-07-04 02:16:12
2791.53,30.51,2.09,0.97,0.0,8.0,1.04,0.0,SN522007,2025-06-29 02:16:12
10487.18,33.53,0.0,0.0,0.99,1.0,1.05,0.0,SN916460,2025-07-11 02:16:12
50457.79,39.52,56.75,31.65,11.38,6657.32,22.55,0.99,SN647710,2025-06-11 02:16:12
12747.43,30.53,3.03,0.0,0.97,5.94,0.0,0.0,SN202163,2025-07-09 02:16:12
2728.03,37.97,1.92,0.97,0.99,7.1,0.98,0.0,SN395534,2025-06-11 02:16:12
13232.39,29.19,1.95,1.0,0.95,1.96,0.0,0.0,SN524140,2025-07-14 02:16:12
11569.34,25.91,2.95,1.03,1.02,0.0,0.0,0.0,SN641279,2025-06-07 02:16:12
21216.89,55.65,35.96,16.53,15.91,37236.48,46.44,1.01,SN961791,2025-06-28 02:16:12
14396.09,31.02,2.02,1.91,0.99,9.22,1.05,0.0,SN364897,2025-06-23 02:16:12
9499.54,35.53,1.02,0.98,1.04,2.04,0.0,0.0,SN541351,2025-06-10 02:16:12
47173.37,48.57,115.49,24.03,18.4,14367.81,89.67,1.04,SN127985,2025-07-01 02:16:12
35390.87,61.82,187.47,43.88,8.77,39177.21,36.4,1.05,SN828316,2025-07-22 02:16:12
3151.23,40.23,0.0,1.03,1.05,5.97,0.0,0.0,SN923286,2025-07-09 02:16:12
18801.5,27.52,3.1,0.0,0.98,0.0,0.0,0.0,SN477242,2025-06-13 02:16:12
46036.93,60.0,133.36,43.26,14.57,96323.22,61.69,0.96,SN607467,2025-07-27 02:16:12
15705.57,40.85,0.0,0.0,0.96,4.84,0.0,0.0,SN669081,2025-06-09 02:16:12
26211.68,43.52,132.5,12.09,15.1,44013.8,48.98,0.96,SN137403,2025-06-04 02:16:12
49227.12,72.09,37.93,40.76,2.93,71304.96,6.28,1.01,SN902071,2025-07-17 02:16:12
16841.17,31.32,4.17,1.91,0.0,9.16,0.98,0.0,SN762100,2025-06-06 02:16:12
25957.85,67.49,94.26,44.26,7.74,18684.35,65.93,1.05,SN104145,2025-06-18 02:16:12
14874.36,33.87,1.95,0.0,0.0,7.03,0.0,0.0,SN499107,2025-06-30 02:16:12
13627.03,25.38,1.97,1.98,0.95,1.02,0.0,0.0,SN429333,2025-07-16 02:16:12
12572.73,26.07,2.0,2.04,0.98,7.76,0.0,0.0,SN717803,2025-06-05 02:16:12
37833.97,64.29,136.92,16.5,6.29,65076.37,52.83,0.96,SN234812,2025-06-23 02:16:12
45482.09,52.53,101.72,36.44,11.61,50861.9,94.08,1.0,SN824992,2025-07-07 02:16:12
32673.74,51.14,66.13,47.31,9.85,84643.67,47.43,0.98,SN956610,2025-07-20 02:16:12
32035.17,45.46,166.68,7.69,2.05,28766.22,79.32,0.99,SN104217,2025-06-09 02:16:12
6764.54,29.93,0.0,2.09,0.0,2.91,0.0,0.0,SN234683,2025-07-14 02:16:12
59463.31,40.24,88.68,15.68,16.92,29509.04,35.42,1.04,SN833326,2025-06-01 02:16:12
26779.97,62.25,95.32,43.84,3.11,93600.31,89.38,0.95,SN215409,2025-07-26 02:16:12
29282.11,54.76,177.55,36.5,10.25,43664.41,40.57,1.0,SN736161,2025-07-29 02:16:12
47525.37,50.04,184.96,51.43,3.83,84294.41,10.86,0.97,SN119694,2025-06-21 02:16:12
36442.7,56.09,52.86,45.13,16.77,76533.3,59.8,1.05,SN559583,2025-07-14 02:16:12
3905.23,27.27,1.94,0.0,1.02,3.86,0.96,0.0,SN406353,2025-07-24 02:16:12
13876.2,34.63,0.98,1.99,0.98,6.04,0.0,0.0,SN647108,2025-06-01 02:16:12
4064.57,32.46,1.98,1.05,0.0,3.89,0.0,0.0,SN157171,2025-07-17 02:16:12
49552.23,50.32,71.9,46.96,11.48,41177.81,67.92,0.97,SN142368,2025-07-01 02:16:12
24478.41,63.48,19.32,32.16,7.24,62161.03,35.15,1.01,SN787217,2025-06-30 02:16:12
12652.05,38.34,4.06,1.94,1.02,1.96,1.02,0.0,SN665197,2025-06-14 02:16:12
26085.6,66.17,97.23,42.16,2.85,90235.0,87.05,1.03,SN462327,2025-06-11 02:16:12
3498.53,35.82,3.98,0.0,0.0,3.09,0.0,0.0,SN728961,2025-07-08 02:16:12
16158.56,37.0,0.0,1.99,1.05,7.24,0.95,0.0,SN424238,2025-06-23 02:16:12
62324.95,55.49,71.51,14.12,16.76,96589.69,66.7,1.01,SN908144,2025-06-25 02:16:12
3841.93,28.41,3.81,0.0,0.0,7.74,0.96,0.0,SN966114,2025-06-19 02:16:12
45407.69,44.09,158.19,14.72,13.56,97284.41,20.68,1.01,SN315579,2025-06-20 02:16:12
40632.27,63.06,140.69,8.35,5.04,79472.89,96.54,0.97,SN495295,2025-06-23 02:16:12
14978.25,31.34,0.95,0.0,1.02,1.0,1.02,0.0,SN228083,2025-06-03 02:16:12
7908.91,27.8,3.13,1.04,1.0,3.98,1.03,0.0,SN697338,2025-07-25 02:16:12
8002.48,29.13,2.05,2.02,1.04,6.88,0.0,0.0,SN831411,2025-06-07 02:16:12
48046.99,57.23,99.23,40.31,8.91,83680.53,63.73,1.03,SN122445,2025-06-16 02:16:12
15082.16,30.04,3.12,0.0,1.03,0.99,0.0,0.0,SN211137,2025-07-06 02:16:12
9039.98,31.69,2.0,0.0,1.01,2.05,0.0,0.0,SN865894,2025-06-04 02:16:12
29034.42,46.72,165.73,30.85,16.65,36078.61,9.91,1.02,SN598232,2025-06-03 02:16:12
1745.02,27.43,0.0,0.98,1.01,2.0,0.98,0.0,SN331842,2025-07-11 02:16:12
60954.46,48.07,168.47,28.2,19.31,39075.33,91.2,1.0,SN706432,2025-07-27 02:16:12
51291.84,41.4,117.55,17.56,2.88,86060.55,41.93,1.05,SN676992,2025-07-13 02:16:12
9225.29,34.09,0.97,0.99,1.03,1.96,0.0,0.0,SN527378,2025-07-01 02:16:12
11314.54,31.38,1.96,2.0,0.97,5.74,1.02,0.0,SN981113,2025-07-25 02:16:12
48194.03,60.57,15.7,44.71,16.43,84276.79,62.68,1.02,SN998467,2025-06-16 02:16:12
57335.7,60.77,108.54,16.94,8.32,23530.21,83.72,0.96,SN763507,2025-07-07 02:16:12
11412.6,23.94,2.89,0.0,0.0,8.69,1.02,0.0,SN861564,2025-07-31 02:16:12
3351.24,28.21,0.0,0.97,1.03,8.67,1.04,0.0,SN553705,2025-06-06 02:16:12
20047.24,39.33,3.13,0.97,1.02,2.07,0.98,0.0,SN678448,2025-06-01 02:16:12
4151.2,29.49,2.91,1.05,1.02,7.03,0.95,0.0,SN835912,2025-06-01 02:16:12
15703.58,32.92,0.0,0.0,0.0,7.9,0.0,0.0,SN353281,2025-06-05 02:16:12
18942.4,39.78,3.85,0.0,0.0,7.95,1.0,0.0,SN958012,2025-07-24 02:16:12
6615.49,27.76,0.0,2.08,0.0,6.94,0.98,0.0,SN329864,2025-07-31 02:16:12
19309.8,30.86,0.0,1.01,0.99,6.74,1.05,0.0,SN828449,2025-07-25 02:16:12
43698.59,49.93,57.22,45.95,10.08,72292.73,27.25,1.04,SN209263,2025-07-27 02:16:12
44961.57,47.12,134.47,16.94,13.47,90750.45,89.44,1.01,SN391456,2025-07-11 02:16:12
30773.15,43.16,175.5,15.06,15.6,90433.93,97.73,1.01,SN601841,2025-07-07 02:16:12
28000.27,48.59,114.63,28.61,2.08,5396.66,29.9,0.99,SN294535,2025-07-15 02:16:12
41231.5,44.72,47.89,42.67,7.01,82866.32,92.47,0.95,SN542400,2025-06-29 02:16:12
3659.24,27.12,0.98,1.01,0.0,4.8,0.0,0.0,SN101152,2025-07-16 02:16:12
57629.16,39.58,78.57,19.21,13.86,19927.56,78.71,0.97,SN577598,2025-07-22 02:16:12
41087.97,44.64,129.78,24.48,12.56,48606.82,7.23,0.97,SN431311,2025-06-26 02:16:12
29658.65,49.57,101.23,24.78,11.19,79415.02,50.16,1.03,SN110232,2025-07-08 02:16:12
14285.55,36.44,0.0,0.0,0.0,0.0,1.03,0.0,SN765336,2025-07-27 02:16:12
49015.54,46.08,132.21,50.93,10.67,51274.37,42.23,0.99,SN294988,2025-06-02 02:16:12
36669.08,62.14,160.13,30.4,14.68,33806.36,97.03,0.96,SN401643,2025-06-18 02:16:12
10903.75,31.53,3.92,1.0,1.04,3.09,1.05,0.0,SN163113,2025-07-12 02:16:12
13708.26,39.44,3.1,2.06,1.0,5.02,0.96,0.0,SN785323,2025-07-14 02:16:12
14970.86,28.73,4.05,2.03,1.0,0.99,0.96,0.0,SN714794,2025-06-04 02:16:12
17552.08,38.09,0.0,1.0,1.0,7.27,0.0,0.0,SN863415,2025-06-17 02:16:12
15513.6,35.85,2.1,0.0,0.0,7.12,1.01,0.0,SN519977,2025-06-01 02:16:12
12344.4,31.35,1.95,0.0,0.0,8.37,0.0,0.0,SN202033,2025-06-24 02:16:12
49597.43,56.12,120.45,33.43,8.93,41565.24,53.93,0.95,SN633955,2025-06-11 02:16:12
49596.91,68.2,72.16,5.94,14.29,47045.25,44.12,1.0,SN178438,2025-06-13 02:16:12
33654.98,63.97,74.31,26.05,6.92,63703.02,19.24,1.04,SN153544,2025-07-25 02:16:12
17982.14,35.75,0.95,1.91,1.02,3.92,0.0,0.0,SN162814,2025-07-23 02:16:12
2420.45,32.76,1.95,1.02,1.0,9.33,0.0,0.0,SN777079,2025-06-05 02:16:12
9845.95,40.66,1.0,0.0,0.0,1.03,0.0,0.0,SN295186,2025-07-23 02:16:12
18958.87,34.51,1.04,0.97,1.01,4.19,1.04,0.0,SN262235,2025-07-09 02:16:12
43711.18,69.57,47.5,8.81,17.22,57867.61,63.68,1.03,SN380059,2025-07-20 02:16:12
40789.04,46.78,64.62,7.31,2.98,22904.21,32.91,0.99,SN839786,2025-06-10 02:16:12
38766.42,48.26,59.63,7.17,3.15,24001.93,35.19,1.01,SN610273,2025-07-07 02:16:12
5904.67,24.91,2.94,1.03,1.02,4.78,0.0,0.0,SN650482,2025-07-23 02:16:12
38053.45,54.95,90.19,13.92,3.14,39109.7,94.49,1.02,SN585272,2025-06-04 02:16:12
12742.68,40.29,0.97,2.09,1.03,8.74,0.0,0.0,SN157560,2025-06-24 02:16:12
5845.66,33.92,2.1,0.0,1.03,5.76,0.97,0.0,SN929730,2025-07-31 02:16:12
7755.68,35.46,4.12,1.92,1.05,2.85,1.02,0.0,SN197659,2025-06-10 02:16:12
2720.34,34.77,0.0,0.96,1.01,4.93,0.95,0.0,SN753852,2025-06-26 02:16:12
26680.5,53.97,177.73,29.01,8.91,72303.08,42.3,0.96,SN562826,2025-06-29 02:16:12
12050.19,35.26,1.94,1.93,0.0,5.21,1.05,0.0,SN909449,2025-07-27 02:16:12
18929.94,32.07,4.2,0.97,0.0,6.95,1.05,0.0,SN898745,2025-07-10 02:16:12
9683.68,37.39,1.03,0.0,0.0,4.08,1.0,0.0,SN799208,2025-06-21 02:16:12
31485.77,61.01,60.53,31.59,1.99,95689.44,5.14,0.96,SN798368,2025-07-26 02:16:12
12529.87,28.75,0.97,2.08,0.0,8.77,0.0,0.0,SN363880,2025-06-03 02:16:12
27147.31,59.18,61.81,19.7,8.17,81074.71,31.01,0.99,SN433303,2025-06-07 02:16:12
21792.25,61.24,74.48,30.16,8.31,79995.14,67.15,0.96,SN359465,2025-07-14 02:16:12
2902.15,25.0,3.95,2.05,0.0,6.84,1.01,0.0,SN380808,2025-06-23 02:16:12
1137.82,35.89,2.94,1.02,0.0,1.96,0.0,0.0,SN645787,2025-06-01 02:16:12
32119.1,52.91,59.81,34.01,18.9,86517.01,38.6,1.02,SN789219,2025-07-22 02:16:12
16854.47,39.88,1.03,0.0,0.0,5.73,0.98,0.0,SN469058,2025-07-07 02:16:12
48997.61,65.54,37.72,43.68,13.51,13557.05,43.48,1.03,SN624886,2025-06-29 02:16:12
18060.34,40.91,0.0,0.0,1.01,0.0,0.0,0.0,SN559705,2025-07-08 02:16:12
19075.45,28.37,2.96,1.92,0.0,3.9,0.0,0.0,SN209404,2025-07-23 02:16:12
2000.85,26.2,2.01,1.01,0.0,8.71,1.04,0.0,SN794142,2025-06-18 02:16:12
1143.03,29.61,3.12,2.06,1.04,7.77,0.99,0.0,SN443485,2025-07-28 02:16:12
62130.88,50.25,80.7,30.04,5.01,55005.65,96.91,1.05,SN946125,2025-06-21 02:16:12
18671.84,35.11,0.0,2.08,0.96,2.05,0.0,0.0,SN300107,2025-06-25 02:16:12
46383.52,62.91,36.57,40.16,14.39,13388.25,42.16,1.03,SN396800,2025-07-17 02:16:12
59840.65,41.63,129.48,8.81,17.39,83305.26,85.39,1.01,SN402265,2025-06-29 02:16:12
1777.75,34.5,1.9,2.05,1.04,7.97,0.0,0.0,SN893045,2025-07-01 02:16:12
5062.18,29.44,1.91,2.02,0.96,3.88,0.97,0.0,SN382024,2025-06-29 02:16:12
29597.71,55.58,29.33,18.49,16.5,85845.08,78.69,0.95,SN458039,2025-06-29 02:16:12
39493.16,55.84,88.37,27.28,13.94,86904.19,72.8,0.95,SN373633,2025-06-02 02:16:12
13418.12,27.84,1.99,0.0,0.96,5.05,0.96,0.0,SN941829,2025-06-23 02:16:12
55280.26,59.2,111.37,48.12,10.85,67732.4,31.89,0.99,SN543851,2025-06-12 02:16:12
28345.89,69.7,121.0,23.89,16.63,15813.56,6.09,0.99,SN932616,2025-07-18 02:16:12
36318.67,60.87,133.11,48.23,15.1,94438.09,19.99,1.0,SN668147,2025-06-14 02:16:12
9299.1,34.23,4.14,1.0,1.02,5.72,0.0,0.0,SN458771,2025-07-03 02:16:12
2229.53,26.24,0.99,1.99,1.02,8.57,0.0,0.0,SN488937,2025-07-23 02:16:12
13779.47,37.15,1.95,0.0,0.99,7.77,0.0,0.0,SN325317,2025-06-27 02:16:12
4196.16,39.4,1.05,1.03,0.0,3.92,0.0,0.0,SN131273,2025-07-19 02:16:12
19690.21,59.95,25.76,34.95,11.29,4936.22,55.56,1.0,SN819127,2025-07-17 02:16:12
20196.75,70.18,157.45,33.47,6.28,81576.18,71.75,0.96,SN116403,2025-06-23 02:16:12
47635.98,52.43,195.27,31.7,1.94,68795.02,89.23,1.01,SN415798,2025-06-01 02:16:12
52557.48,64.85,69.03,12.63,10.56,58185.96,47.25,1.0,SN750745,2025-07-05 02:16:12
48218.62,62.73,15.59,46.47,16.96,84264.86,62.35,0.96,SN741018,2025-06-25 02:16:12
3752.61,25.04,2.94,1.04,0.95,5.77,1.01,0.0,SN337980,2025-06-19 02:16:12
51183.45,45.87,64.62,41.01,6.19,71244.12,74.9,1.01,SN286326,2025-06-20 02:16:12
18739.13,35.36,2.96,2.02,0.98,0.95,1.0,0.0,SN360215,2025-07-18 02:16:12
23840.12,71.22,48.3,15.34,13.5,45427.9,87.84,1.0,SN288964,2025-06-25 02:16:12
46564.71,55.56,68.97,36.55,7.73,54284.96,4.77,1.04,SN845669,2025-06-01 02:16:12
37961.06,54.38,89.13,28.04,14.64,88076.71,70.26,1.04,SN573764,2025-07-17 02:16:12
32280.46,46.17,55.16,42.57,15.61,76184.58,82.13,0.98,SN118316,2025-06-09 02:16:12
32386.66,60.3,186.82,46.2,2.98,44562.45,26.95,1.01,SN764263,2025-07-08 02:16:12
34448.19,38.58,65.74,16.93,10.66,48966.25,88.01,0.99,SN832454,2025-06-18 02:16:12
14626.52,34.27,0.0,1.03,0.98,0.0,0.0,0.0,SN387976,2025-07-12 02:16:12
22348.75,53.26,35.38,17.73,15.64,36840.8,47.84,1.02,SN821253,2025-07-09 02:16:12
49654.39,46.36,63.03,4.82,8.57,18353.59,57.4,0.97,SN962243,2025-07-21 02:16:12
43601.06,68.1,155.65,43.1,5.7,53724.5,26.19,1.0,SN439072,2025-06-04 02:16:12
43516.55,57.69,51.26,31.47,13.5,49822.74,6.29,1.0,SN515815,2025-06-13 02:16:12
48053.53,65.32,128.67,26.95,11.48,75201.09,45.39,0.96,SN791441,2025-07-13 02:16:12
14306.02,29.02,0.0,2.04,0.0,0.98,0.0,0.0,SN931830,2025-07-25 02:16:12
6101.07,29.41,0.0,0.97,0.0,2.86,1.02,0.0,SN496719,2025-07-14 02:16:12
6576.9,32.79,4.06,1.99,0.98,6.88,0.0,0.0,SN240780,2025-06-25 02:16:12
33662.57,59.98,168.76,30.95,13.51,33442.08,95.96,1.01,SN331333,2025-07-03 02:16:12
2970.51,28.85,0.0,2.01,1.0,9.44,0.0,0.0,SN788434,2025-07-09 02:16:12
23448.51,42.37,61.56,10.56,11.26,99914.18,58.95,1.04,SN319306,2025-07-10 02:16:12
11998.57,24.32,1.03,0.96,0.0,7.81,0.96,0.0,SN679301,2025-06-06 02:16:12
3653.15,24.51,0.0,0.0,0.0,5.78,0.0,0.0,SN729811,2025-06-29 02:16:12
37726.09,54.1,202.78,25.62,18.2,10282.49,9.75,0.97,SN491273,2025-06-01 02:16:12
8020.25,26.84,3.83,1.03,1.01,5.73,1.04,0.0,SN685656,2025-06-19 02:16:12
5668.84,27.98,2.01,0.0,0.0,8.28,1.01,0.0,SN955670,2025-06-14 02:16:12
43977.53,70.15,89.07,10.8,9.27,42882.73,59.82,0.99,SN260358,2025-07-11 02:16:12
61726.59,46.34,125.28,45.4,5.74,27461.23,18.76,0.98,SN515503,2025-06-11 02:16:12
15790.05,24.24,1.03,0.0,0.0,7.91,0.99,0.0,SN238746,2025-06-23 02:16:12
34050.69,60.2,16.02,7.06,7.98,33145.93,64.37,0.98,SN480333,2025-06-30 02:16:12
56319.24,42.2,45.99,28.27,13.9,42928.21,65.5,1.02,SN666804,2025-06-20 02:16:12
26808.29,39.61,145.87,14.64,11.32,91407.3,31.54,1.02,SN234298,2025-06-21 02:16:12
46681.77,54.0,116.85,33.21,9.1,39588.61,52.76,0.99,SN568893,2025-07-14 02:16:12
52913.24,46.18,162.3,41.18,3.01,80723.32,22.98,1.04,SN723687,2025-06-05 02:16:12
19513.58,27.41,2.89,0.0,1.01,0.0,0.0,0.0,SN793322,2025-06-08 02:16:12
25777.69,54.39,162.0,31.2,4.81,44902.69,89.02,1.03,SN111779,2025-07-27 02:16:12
13719.87,24.06,1.99,2.02,0.0,8.96,0.0,0.0,SN848244,2025-06-22 02:16:12
10041.78,39.27,1.04,1.96,0.96,5.18,0.0,0.0,SN673639,2025-06-11 02:16:12
49971.64,56.69,125.22,43.5,8.75,65881.23,44.78,1.0,SN956091,2025-07-23 02:16:12
46801.09,42.58,90.2,19.09,14.51,74190.84,51.99,0.99,SN297543,2025-07-02 02:16:12
59022.43,43.16,26.24,17.34,15.58,11029.6,56.21,1.03,SN622786,2025-07-24 02:16:12
19388.65,30.69,3.8,1.03,0.0,9.28,0.99,0.0,SN602111,2025-07-02 02:16:12
20868.57,44.76,137.02,38.71,14.34,29822.73,76.34,1.02,SN448997,2025-06-02 02:16:12
6184.13,28.1,1.02,0.0,1.0,8.17,0.0,0.0,SN540762,2025-07-22 02:16:12
48713.77,59.32,103.21,40.39,9.18,79035.53,64.0,1.04,SN463626,2025-07-08 02:16:12
14610.63,33.05,3.97,0.97,0.0,9.11,0.0,0.0,SN442886,2025-06-16 02:16:12
57185.07,40.42,32.16,32.7,18.23,83419.84,71.51,0.95,SN933607,2025-07-13 02:16:12
58995.83,53.24,87.19,32.0,17.27,64188.5,38.49,0.99,SN548491,2025-07-28 02:16:12
15332.42,29.9,2.98,1.01,0.0,0.0,0.0,0.0,SN957656,2025-06-05 02:16:12
10249.8,34.43,3.92,1.01,0.0,6.69,0.0,0.0,SN368180,2025-07-26 02:16:12
5739.34,40.49,0.98,1.92,0.0,4.94,1.03,0.0,SN731360,2025-06-26 02:16:12
36634.9,57.49,180.66,38.23,13.6,8763.08,83.31,0.96,SN203464,2025-06-02 02:16:12
34362.1,49.12,34.23,27.18,16.26,32255.86,101.4,1.04,SN150270,2025-07-03 02:16:12
58479.09,57.32,22.45,31.32,16.53,59951.75,49.8,0.98,SN405256,2025-06-12 02:16:12
47882.1,68.83,171.53,4.76,14.36,87409.83,92.85,0.98,SN293423,2025-06-20 02:16:12
24976.02,64.84,19.44,32.25,6.93,62528.25,35.79,0.99,SN620600,2025-07-29 02:16:12
55340.99,57.32,43.85,46.62,16.65,40075.1,54.48,1.01,SN112179,2025-06-14 02:16:12
3246.35,29.57,0.0,0.99,1.03,8.65,0.99,0.0,SN618688,2025-07-27 02:16:12
48069.51,58.14,191.46,13.31,15.25,55626.63,80.97,0.99,SN515344,2025-06-08 02:16:12
8211.31,29.2,0.0,0.97,0.98,4.15,0.0,0.0,SN816999,2025-07-10 02:16:12
3954.38,37.15,1.04,1.0,1.03,9.2,0.97,0.0,SN795349,2025-07-11 02:16:12
47760.51,56.12,67.02,19.3,14.8,55444.24,36.1,0.99,SN456831,2025-07-01 02:16:12
54044.56,58.02,192.45,34.57,10.19,83586.02,89.22,1.02,SN237459,2025-06-22 02:16:12
30132.26,39.81,57.39,7.74,16.59,85798.81,16.91,0.99,SN512725,2025-07-27 02:16:12
42267.35,59.13,141.79,46.9,11.0,47074.12,47.59,0.97,SN683951,2025-06-28 02:16:12
47100.27,38.19,197.09,11.43,5.21,47650.36,82.61,1.03,SN806639,2025-06-13 02:16:12
49596.84,49.37,169.47,35.36,4.18,44288.96,57.01,0.96,SN600995,2025-06-20 02:16:12
2693.1,37.44,1.96,0.99,1.03,7.05,1.01,0.0,SN118701,2025-07-17 02:16:12
12551.36,24.93,2.05,2.01,1.04,0.0,0.0,0.0,SN783707,2025-06-14 02:16:12
2879.06,23.9,3.09,0.0,0.98,1.01,1.03,0.0,SN839228,2025-06-06 02:16:12
9483.6,38.82,2.86,1.04,0.0,6.12,1.01,0.0,SN473658,2025-07-22 02:16:12
26921.36,68.04,127.44,38.2,16.44,67887.49,8.93,1.03,SN851072,2025-06-07 02:16:12
18279.64,38.35,1.97,1.01,0.95,0.96,0.0,0.0,SN277275,2025-07-28 02:16:12
5173.78,27.64,2.06,1.97,0.0,0.98,0.0,0.0,SN490474,2025-07-14 02:16:12
44110.42,55.71,112.53,32.25,11.46,25306.52,85.16,1.01,SN206410,2025-06-07 02:16:12
13103.04,23.89,1.96,1.94,0.0,9.0,0.0,0.0,SN751429,2025-06-20 02:16:12
11309.5,27.11,0.0,0.0,0.0,5.12,0.0,0.0,SN726614,2025-07-28 02:16:12
6853.71,38.27,1.94,2.09,1.0,3.94,0.0,0.0,SN155484,2025-07-18 02:16:12
6327.97,29.19,3.03,0.0,0.0,6.27,1.0,0.0,SN952359,2025-07-23 02:16:12
11077.94,28.89,0.0,1.94,0.98,7.96,0.0,0.0,SN960564,2025-07-01 02:16:12
15146.27,37.28,1.01,0.97,1.03,8.07,0.0,0.0,SN920570,2025-06-16 02:16:12
41621.51,50.15,134.14,45.8,6.87,40324.79,52.46,0.99,SN319898,2025-07-24 02:16:12
26532.26,65.1,63.23,25.83,7.9,46075.35,21.41,1.05,SN911970,2025-06-09 02:16:12
40159.92,54.73,28.19,28.17,3.09,30688.22,60.32,0.95,SN913348,2025-07-11 02:16:12
45201.44,54.95,197.83,11.61,10.77,54346.18,81.16,1.02,SN197096,2025-06-05 02:16:12
4288.67,33.93,3.92,0.0,1.02,2.99,0.0,0.0,SN952098,2025-07-15 02:16:12
18820.73,32.37,0.0,0.0,1.01,4.87,0.0,0.0,SN699340,2025-07-19 02:16:12
4431.36,29.07,1.01,0.98,0.0,6.98,0.0,0.0,SN845707,2025-07-05 02:16:12
12825.62,37.43,3.09,1.0,0.0,6.91,0.0,0.0,SN876201,2025-07-27 02:16:12
46461.14,52.58,98.4,30.93,13.55,83473.09,95.3,1.0,SN234919,2025-07-26 02:16:12
14657.71,35.68,0.0,0.0,0.0,0.0,1.03,0.0,SN140345,2025-06-16 02:16:12
18583.73,28.71,4.14,0.0,0.0,1.91,1.0,0.0,SN441363,2025-07-07 02:16:12
17848.79,25.34,3.81,0.0,0.0,8.21,0.0,0.0,SN402263,2025-06-22 02:16:12
35084.44,68.43,135.72,21.0,8.34,34948.3,68.18,0.98,SN641253,2025-07-06 02:16:12
8438.94,33.92,0.97,0.0,0.96,0.0,0.0,0.0,SN487066,2025-07-27 02:16:12
1370.46,36.42,1.04,2.03,0.0,5.79,1.03,0.0,SN516099,2025-06-14 02:16:12
41638.61,49.18,41.13,49.68,11.14,16485.14,46.34,1.02,SN761431,2025-06-05 02:16:12
32060.51,63.98,76.55,14.85,12.12,780.51,70.12,0.97,SN869487,2025-06-30 02:16:12
